investSessionId,userId,sex,age,chapterId,avgNotKeep,click,avgCashRatio,avgStayTime,highBuyRatio,lowBuyRatio,midBuyRatio,highSellRatio,lowSellRatio,midSellRatio,tagTrunDuraion,betMidShares,betHighShares,betBuyRatio,betSellRatio,investPro
session_0180,user_034,M,7,chapter_1,6,10,0.09,30.1,0.64,0.02,0.22,0.59,0.08,0.15,33.79,5,3,0.59,0.45,공격투자형
session_0181,user_034,M,7,chapter_2,2,1,0.78,19.93,0.03,0.71,0.15,0.09,0.9,0.12,14.47,1,0,0.07,0.08,안정형
session_0182,user_034,M,7,chapter_4,3,4,0.7,22.76,0.09,0.65,0.21,0.19,0.56,0.26,18.06,1,0,0.13,0.11,안정추구형
session_0183,user_034,M,7,chapter_1,4,8,0.41,25.69,0.16,0.45,0.39,0.23,0.46,0.31,24.09,3,2,0.29,0.21,위험중립형
session_0184,user_035,F,7,chapter_4,4,9,0.15,26.76,0.44,0.25,0.28,0.47,0.21,0.37,30.78,3,3,0.33,0.39,적극투자형
session_0185,user_035,F,7,chapter_3,6,12,0.06,38.19,0.64,0.08,0.18,0.6,0.04,0.14,32.38,5,3,0.54,0.59,공격투자형
session_0186,user_035,F,7,chapter_3,2,1,0.83,16.29,0.0,0.7,0.1,0.07,0.84,0.13,11.98,1,0,0.05,0.09,안정형
session_0187,user_035,F,7,chapter_1,2,3,0.59,25.0,0.06,0.64,0.3,0.19,0.55,0.25,20.62,1,1,0.2,0.12,안정추구형
session_0188,user_035,F,7,chapter_3,3,8,0.48,26.28,0.22,0.46,0.47,0.25,0.48,0.48,20.53,3,1,0.21,0.24,위험중립형
session_0189,user_035,F,7,chapter_2,5,8,0.2,31.68,0.41,0.17,0.34,0.3,0.12,0.32,29.86,3,3,0.35,0.31,적극투자형
session_0190,user_035,F,7,chapter_2,6,10,0.03,35.15,0.73,0.01,0.26,0.6,0.09,0.21,37.45,3,4,0.53,0.44,공격투자형
session_0191,user_035,F,7,chapter_4,2,3,0.75,10.25,0.04,0.86,0.14,0.08,0.7,0.17,17.47,1,0,0.06,0.04,안정형
session_0192,user_035,F,7,chapter_3,3,2,0.6,22.19,0.08,0.6,0.17,0.17,0.67,0.25,17.36,1,1,0.11,0.13,안정추구형
session_0193,user_035,F,7,chapter_4,3,4,0.45,28.37,0.27,0.32,0.31,0.23,0.33,0.33,25.16,3,1,0.21,0.28,위험중립형
session_0194,user_036,F,7,chapter_1,5,10,0.19,29.56,0.36,0.13,0.26,0.38,0.28,0.38,27.32,2,3,0.37,0.37,적극투자형
session_0195,user_036,F,7,chapter_3,6,12,0.08,36.53,0.55,0.07,0.28,0.73,0.09,0.2,34.03,2,5,0.57,0.54,공격투자형
session_0196,user_036,F,7,chapter_1,2,4,0.92,11.9,0.04,0.89,0.07,0.09,0.9,0.19,10.29,0,0,0.06,0.03,안정형
session_0197,user_036,F,7,chapter_1,3,2,0.56,18.38,0.07,0.6,0.19,0.1,0.6,0.22,22.35,1,0,0.15,0.16,안정추구형
session_0198,user_036,F,7,chapter_2,3,6,0.33,29.5,0.29,0.47,0.49,0.27,0.48,0.44,26.55,2,2,0.23,0.24,위험중립형
session_0199,user_036,F,7,chapter_4,5,6,0.14,28.86,0.4,0.11,0.31,0.43,0.2,0.26,33.77,3,3,0.37,0.35,적극투자형
session_0200,user_036,F,7,chapter_1,6,11,0.09,32.88,0.74,0.09,0.17,0.51,0.07,0.28,38.93,3,4,0.52,0.52,공격투자형
session_0201,user_036,F,7,chapter_2,1,1,0.83,13.43,0.05,0.82,0.06,0.08,0.79,0.15,19.51,1,0,0.09,0.01,안정형
session_0202,user_036,F,7,chapter_1,2,6,0.54,19.87,0.13,0.68,0.18,0.16,0.68,0.23,19.53,1,1,0.15,0.15,안정추구형
session_0203,user_037,F,9,chapter_1,4,5,0.36,28.5,0.16,0.33,0.41,0.28,0.48,0.39,20.11,3,1,0.22,0.22,위험중립형
session_0204,user_037,F,9,chapter_4,4,6,0.27,34.25,0.38,0.18,0.31,0.37,0.15,0.39,33.39,4,3,0.35,0.31,적극투자형
session_0205,user_037,F,9,chapter_1,5,9,0.09,34.3,0.52,0.02,0.26,0.62,0.1,0.12,35.25,3,3,0.58,0.57,공격투자형
session_0206,user_037,F,9,chapter_4,2,1,0.83,15.73,0.04,0.92,0.15,0.08,0.94,0.12,11.24,0,0,0.02,0.02,안정형
session_0207,user_037,F,9,chapter_2,2,3,0.68,19.43,0.08,0.67,0.16,0.14,0.59,0.23,15.43,2,0,0.2,0.18,안정추구형
session_0208,user_037,F,9,chapter_4,4,8,0.42,26.02,0.26,0.31,0.47,0.21,0.5,0.32,22.04,3,2,0.23,0.22,위험중립형
session_0209,user_038,F,7,chapter_4,4,8,0.27,27.79,0.4,0.25,0.28,0.39,0.11,0.21,28.69,3,2,0.38,0.36,적극투자형
session_0210,user_038,F,7,chapter_2,6,8,0.02,37.36,0.78,0.03,0.19,0.72,0.06,0.27,35.69,5,3,0.48,0.44,공격투자형
session_0211,user_038,F,7,chapter_1,1,4,0.91,14.27,0.04,0.89,0.09,0.09,0.94,0.11,16.81,0,0,0.05,0.07,안정형
session_0212,user_038,F,7,chapter_3,2,2,0.53,18.62,0.06,0.66,0.28,0.11,0.65,0.27,24.32,1,1,0.11,0.13,안정추구형
session_0213,user_038,F,7,chapter_2,4,4,0.33,23.7,0.26,0.34,0.34,0.25,0.35,0.41,26.75,3,1,0.22,0.26,위험중립형
session_0214,user_038,F,7,chapter_4,4,6,0.24,26.24,0.33,0.24,0.4,0.44,0.15,0.21,31.82,2,3,0.32,0.32,적극투자형
session_0215,user_038,F,7,chapter_4,6,10,0.08,32.56,0.58,0.07,0.16,0.65,0.06,0.21,32.21,4,4,0.54,0.46,공격투자형
session_0216,user_038,F,7,chapter_4,2,2,0.84,19.01,0.02,0.94,0.07,0.1,0.91,0.12,11.31,1,0,0.1,0.08,안정형
session_0217,user_039,F,7,chapter_1,2,4,0.65,17.69,0.09,0.63,0.2,0.12,0.65,0.23,22.92,2,0,0.18,0.18,안정추구형
session_0218,user_039,F,7,chapter_4,3,7,0.47,26.09,0.23,0.31,0.43,0.22,0.5,0.43,21.29,2,2,0.23,0.28,위험중립형
session_0219,user_039,F,7,chapter_3,4,6,0.1,33.98,0.36,0.28,0.28,0.37,0.12,0.35,26.07,3,3,0.36,0.35,적극투자형
session_0220,user_039,F,7,chapter_2,6,10,0.03,38.7,0.51,0.01,0.24,0.77,0.03,0.19,34.84,3,3,0.57,0.57,공격투자형
session_0221,user_039,F,7,chapter_4,1,1,0.76,12.73,0.04,0.8,0.05,0.09,0.8,0.16,18.41,0,0,0.01,0.05,안정형
session_0222,user_039,F,7,chapter_1,3,2,0.63,20.46,0.14,0.57,0.16,0.19,0.61,0.28,24.82,1,0,0.15,0.14,안정추구형
session_0223,user_040,F,8,chapter_2,4,5,0.47,20.61,0.27,0.36,0.46,0.21,0.41,0.33,24.01,3,1,0.24,0.23,위험중립형
session_0224,user_041,M,7,chapter_4,5,10,0.13,27.3,0.37,0.11,0.24,0.33,0.21,0.31,25.13,2,3,0.31,0.37,적극투자형
session_0225,user_041,M,7,chapter_1,6,10,0.02,34.28,0.55,0.1,0.2,0.71,0.02,0.15,34.86,3,4,0.54,0.53,공격투자형
session_0226,user_041,M,7,chapter_2,1,2,0.76,11.77,0.03,0.93,0.14,0.07,0.88,0.1,12.48,1,0,0.08,0.01,안정형
session_0227,user_041,M,7,chapter_3,2,6,0.63,22.53,0.11,0.68,0.22,0.16,0.51,0.25,16.27,1,0,0.19,0.11,안정추구형
session_0228,user_041,M,7,chapter_4,3,4,0.3,22.36,0.19,0.4,0.32,0.23,0.38,0.3,24.55,2,1,0.22,0.27,위험중립형
session_0229,user_041,M,7,chapter_2,4,9,0.11,30.15,0.41,0.24,0.21,0.3,0.26,0.27,26.53,2,2,0.34,0.3,적극투자형
session_0230,user_041,M,7,chapter_4,5,8,0.01,38.68,0.76,0.05,0.18,0.74,0.04,0.27,36.19,2,4,0.57,0.51,공격투자형
session_0231,user_041,M,7,chapter_1,1,2,0.83,13.76,0.01,0.92,0.06,0.09,0.87,0.16,17.61,1,0,0.08,0.06,안정형
session_0232,user_041,M,7,chapter_1,3,5,0.51,20.6,0.08,0.57,0.18,0.15,0.62,0.25,17.47,1,1,0.12,0.12,안정추구형
session_0233,user_041,M,7,chapter_2,4,8,0.48,20.86,0.18,0.43,0.49,0.24,0.34,0.45,25.43,2,1,0.22,0.25,위험중립형
session_0234,user_042,F,9,chapter_2,5,8,0.19,26.37,0.46,0.19,0.23,0.47,0.28,0.22,26.42,4,3,0.39,0.4,적극투자형
session_0235,user_042,F,9,chapter_3,5,12,0.01,33.17,0.76,0.06,0.24,0.54,0.02,0.14,38.05,4,5,0.56,0.49,공격투자형
session_0236,user_042,F,9,chapter_3,1,4,0.79,12.27,0.03,0.94,0.08,0.08,0.94,0.2,16.95,1,0,0.05,0.09,안정형
session_0237,user_042,F,9,chapter_3,3,2,0.51,21.8,0.06,0.63,0.19,0.12,0.56,0.29,19.51,2,1,0.12,0.11,안정추구형
session_0238,user_042,F,9,chapter_3,4,8,0.39,24.75,0.29,0.36,0.36,0.25,0.45,0.44,23.09,3,2,0.21,0.28,위험중립형
session_0239,user_042,F,9,chapter_3,4,6,0.23,25.04,0.49,0.25,0.34,0.31,0.11,0.22,27.74,4,2,0.34,0.34,적극투자형
session_0240,user_042,F,9,chapter_1,6,11,0.0,31.08,0.58,0.04,0.19,0.54,0.0,0.14,30.86,2,3,0.41,0.52,공격투자형
session_0241,user_042,F,9,chapter_4,1,4,0.84,18.3,0.01,0.91,0.08,0.05,0.89,0.11,18.26,1,0,0.01,0.1,안정형
session_0242,user_042,F,9,chapter_3,3,6,0.66,17.22,0.12,0.55,0.18,0.14,0.68,0.27,20.67,2,0,0.18,0.18,안정추구형
session_0243,user_042,F,9,chapter_2,4,5,0.33,27.42,0.21,0.39,0.48,0.23,0.39,0.36,24.35,3,2,0.29,0.21,위험중립형
session_0244,user_043,F,8,chapter_3,5,10,0.13,34.26,0.42,0.1,0.32,0.42,0.25,0.21,30.0,3,2,0.32,0.37,적극투자형
session_0245,user_043,F,8,chapter_1,5,11,0.09,38.34,0.71,0.1,0.11,0.64,0.01,0.19,39.04,5,5,0.45,0.46,공격투자형
session_0246,user_043,F,8,chapter_2,2,2,0.8,17.65,0.02,0.83,0.13,0.07,0.89,0.12,12.94,1,0,0.1,0.0,안정형
session_0247,user_043,F,8,chapter_4,3,2,0.66,20.23,0.13,0.6,0.28,0.13,0.65,0.22,17.26,1,0,0.2,0.11,안정추구형
session_0248,user_043,F,8,chapter_2,4,6,0.39,28.53,0.23,0.47,0.37,0.28,0.37,0.33,25.87,3,1,0.22,0.29,위험중립형
session_0249,user_043,F,8,chapter_4,4,6,0.14,33.51,0.46,0.1,0.21,0.48,0.23,0.31,27.06,4,2,0.38,0.39,적극투자형
session_0250,user_043,F,8,chapter_1,6,8,0.05,30.39,0.61,0.0,0.12,0.55,0.01,0.22,38.07,3,3,0.42,0.6,공격투자형
session_0251,user_043,F,8,chapter_4,2,1,0.83,12.13,0.03,0.88,0.06,0.08,0.89,0.11,12.52,1,0,0.04,0.03,안정형
session_0252,user_043,F,8,chapter_3,2,3,0.63,18.32,0.12,0.53,0.23,0.13,0.6,0.21,17.22,2,1,0.15,0.12,안정추구형
session_0253,user_044,F,9,chapter_3,3,6,0.35,21.27,0.24,0.43,0.32,0.27,0.45,0.49,25.81,2,1,0.29,0.23,위험중립형
session_0254,user_044,F,9,chapter_3,4,8,0.29,34.79,0.5,0.13,0.39,0.43,0.2,0.29,28.98,3,3,0.35,0.39,적극투자형
session_0255,user_044,F,9,chapter_1,6,12,0.06,36.99,0.57,0.03,0.12,0.77,0.02,0.11,32.2,3,3,0.48,0.59,공격투자형
session_0256,user_044,F,9,chapter_2,1,3,0.73,14.42,0.05,0.89,0.14,0.06,0.85,0.16,18.1,1,0,0.05,0.05,안정형
session_0257,user_045,M,9,chapter_1,2,4,0.67,22.97,0.06,0.64,0.16,0.14,0.68,0.26,19.52,2,1,0.15,0.14,안정추구형
session_0258,user_045,M,9,chapter_2,3,8,0.46,29.8,0.25,0.46,0.49,0.27,0.48,0.47,20.89,2,1,0.28,0.27,위험중립형
session_0259,user_045,M,9,chapter_3,5,6,0.17,28.03,0.47,0.25,0.33,0.42,0.28,0.31,26.82,4,2,0.37,0.33,적극투자형
session_0260,user_045,M,9,chapter_3,5,12,0.04,36.9,0.57,0.01,0.19,0.63,0.01,0.15,34.38,4,3,0.56,0.48,공격투자형
session_0261,user_045,M,9,chapter_2,2,2,0.73,12.91,0.04,0.82,0.13,0.07,0.81,0.1,15.45,1,0,0.03,0.1,안정형
session_0262,user_045,M,9,chapter_4,3,3,0.6,15.88,0.12,0.6,0.17,0.16,0.65,0.29,15.43,1,1,0.13,0.11,안정추구형
session_0263,user_045,M,9,chapter_1,4,5,0.48,21.77,0.16,0.41,0.31,0.29,0.48,0.39,20.19,3,2,0.24,0.24,위험중립형
session_0264,user_046,F,7,chapter_2,5,6,0.18,30.4,0.35,0.19,0.39,0.31,0.29,0.35,34.88,3,3,0.33,0.37,적극투자형
session_0265,user_046,F,7,chapter_1,6,9,0.05,34.28,0.66,0.02,0.14,0.75,0.08,0.2,31.18,4,5,0.49,0.52,공격투자형
session_0266,user_046,F,7,chapter_2,1,1,0.74,14.49,0.05,0.75,0.12,0.06,0.91,0.18,15.48,1,0,0.03,0.0,안정형
session_0267,user_046,F,7,chapter_2,2,3,0.56,23.19,0.1,0.58,0.26,0.18,0.68,0.26,16.21,2,1,0.16,0.2,안정추구형
session_0268,user_047,F,9,chapter_2,4,6,0.46,28.39,0.2,0.41,0.38,0.22,0.41,0.35,25.88,2,1,0.29,0.2,위험중립형
session_0269,user_047,F,9,chapter_4,4,9,0.27,34.9,0.4,0.17,0.27,0.39,0.15,0.34,33.63,2,2,0.36,0.38,적극투자형
session_0270,user_048,F,9,chapter_2,6,12,0.08,38.13,0.76,0.04,0.18,0.59,0.08,0.29,30.0,4,3,0.55,0.5,공격투자형
session_0271,user_048,F,9,chapter_3,2,4,0.74,17.05,0.03,0.8,0.11,0.07,0.79,0.11,18.26,1,0,0.02,0.09,안정형
session_0272,user_048,F,9,chapter_3,2,4,0.65,16.42,0.09,0.5,0.29,0.18,0.55,0.22,23.32,2,0,0.2,0.17,안정추구형
session_0273,user_049,F,9,chapter_1,3,4,0.46,27.62,0.25,0.46,0.48,0.23,0.45,0.4,26.34,2,2,0.29,0.26,위험중립형
session_0274,user_049,F,9,chapter_4,5,6,0.19,25.68,0.4,0.1,0.27,0.31,0.11,0.34,29.81,2,3,0.35,0.31,적극투자형
session_0275,user_049,F,9,chapter_4,6,11,0.0,31.11,0.56,0.03,0.14,0.53,0.04,0.11,34.04,2,3,0.55,0.54,공격투자형
session_0276,user_049,F,9,chapter_2,2,1,0.78,17.91,0.0,0.91,0.15,0.08,0.85,0.19,12.59,1,0,0.06,0.1,안정형
session_0277,user_049,F,9,chapter_1,2,2,0.64,22.37,0.13,0.53,0.24,0.1,0.7,0.26,15.99,1,0,0.18,0.16,안정추구형
session_0278,user_049,F,9,chapter_2,3,8,0.46,20.43,0.17,0.34,0.33,0.2,0.37,0.37,22.04,2,1,0.29,0.29,위험중립형
session_0279,user_049,F,9,chapter_3,5,7,0.26,26.62,0.38,0.2,0.36,0.48,0.28,0.34,33.76,4,3,0.33,0.37,적극투자형
session_0280,user_049,F,9,chapter_4,5,11,0.05,32.85,0.68,0.07,0.11,0.5,0.08,0.25,32.4,4,4,0.51,0.48,공격투자형
session_0281,user_049,F,9,chapter_2,1,1,0.82,17.67,0.05,0.92,0.07,0.05,0.86,0.11,18.05,1,0,0.02,0.1,안정형
session_0282,user_049,F,9,chapter_2,2,3,0.63,16.51,0.13,0.58,0.2,0.14,0.53,0.22,21.32,1,0,0.15,0.14,안정추구형
session_0283,user_050,M,7,chapter_3,3,8,0.48,25.57,0.18,0.31,0.33,0.2,0.45,0.5,24.87,2,2,0.2,0.25,위험중립형
session_0284,user_050,M,7,chapter_1,4,7,0.13,34.47,0.36,0.29,0.34,0.42,0.21,0.38,30.15,2,3,0.32,0.32,적극투자형
session_0285,user_050,M,7,chapter_2,6,8,0.0,35.0,0.79,0.08,0.19,0.62,0.01,0.27,38.48,4,4,0.43,0.45,공격투자형
session_0286,user_050,M,7,chapter_4,2,4,0.75,12.3,0.02,0.73,0.06,0.09,0.76,0.17,18.38,1,0,0.06,0.06,안정형
session_0287,user_050,M,7,chapter_3,3,5,0.58,21.43,0.11,0.55,0.15,0.19,0.62,0.23,18.08,1,0,0.1,0.17,안정추구형
session_0288,user_050,M,7,chapter_3,4,5,0.32,29.73,0.28,0.5,0.41,0.22,0.35,0.34,29.24,2,2,0.21,0.26,위험중립형
session_0289,user_050,M,7,chapter_2,4,6,0.27,25.55,0.41,0.24,0.36,0.49,0.14,0.35,33.05,2,2,0.32,0.31,적극투자형
session_0290,user_051,M,7,chapter_3,6,11,0.01,33.33,0.73,0.01,0.15,0.53,0.0,0.11,32.87,5,4,0.49,0.52,공격투자형
session_0291,user_051,M,7,chapter_2,1,4,0.88,18.0,0.01,0.94,0.09,0.08,0.79,0.13,15.69,0,0,0.07,0.08,안정형
session_0292,user_051,M,7,chapter_4,2,2,0.55,15.47,0.07,0.62,0.29,0.14,0.67,0.28,21.62,2,1,0.18,0.11,안정추구형
session_0293,user_051,M,7,chapter_2,4,5,0.48,20.49,0.23,0.48,0.41,0.3,0.31,0.31,26.7,3,2,0.25,0.24,위험중립형
session_0294,user_051,M,7,chapter_4,5,8,0.28,30.7,0.37,0.12,0.27,0.44,0.29,0.34,34.69,4,3,0.36,0.34,적극투자형
session_0295,user_051,M,7,chapter_1,6,9,0.09,35.12,0.62,0.04,0.12,0.51,0.05,0.28,35.08,5,3,0.52,0.51,공격투자형
session_0296,user_051,M,7,chapter_1,1,3,0.79,17.04,0.05,0.72,0.08,0.06,0.77,0.13,10.73,0,0,0.1,0.09,안정형
session_0297,user_051,M,7,chapter_3,3,2,0.52,15.43,0.11,0.67,0.17,0.19,0.68,0.21,24.12,1,1,0.18,0.17,안정추구형
session_0298,user_052,F,8,chapter_4,4,6,0.44,22.97,0.29,0.42,0.43,0.29,0.3,0.41,20.35,3,2,0.21,0.23,위험중립형
session_0299,user_052,F,8,chapter_3,5,8,0.17,34.07,0.35,0.18,0.27,0.34,0.13,0.2,34.33,4,3,0.35,0.31,적극투자형
session_0300,user_052,F,8,chapter_1,6,11,0.02,32.25,0.57,0.07,0.21,0.72,0.08,0.29,35.05,2,3,0.52,0.58,공격투자형
session_0301,user_052,F,8,chapter_1,2,3,0.84,17.38,0.02,0.77,0.14,0.05,0.74,0.13,14.97,1,0,0.01,0.0,안정형
session_0302,user_052,F,8,chapter_1,2,4,0.66,19.78,0.1,0.5,0.25,0.18,0.63,0.22,22.52,1,1,0.17,0.13,안정추구형
session_0303,user_052,F,8,chapter_1,4,6,0.35,21.3,0.26,0.35,0.31,0.26,0.32,0.34,27.89,3,1,0.23,0.21,위험중립형
session_0304,user_052,F,8,chapter_3,4,8,0.23,32.94,0.4,0.2,0.4,0.32,0.15,0.35,26.6,4,3,0.37,0.35,적극투자형
session_0305,user_053,F,8,chapter_3,6,10,0.01,36.09,0.55,0.08,0.27,0.68,0.09,0.25,31.46,2,4,0.41,0.58,공격투자형
session_0306,user_053,F,8,chapter_4,2,1,0.76,18.24,0.02,0.73,0.05,0.09,0.91,0.19,12.41,1,0,0.01,0.02,안정형
session_0307,user_053,F,8,chapter_2,2,2,0.61,17.99,0.09,0.54,0.18,0.2,0.64,0.26,21.55,2,0,0.13,0.15,안정추구형
session_0308,user_053,F,8,chapter_2,4,5,0.3,20.41,0.21,0.38,0.32,0.26,0.43,0.36,24.99,2,1,0.22,0.29,위험중립형
session_0309,user_053,F,8,chapter_2,4,7,0.15,30.23,0.34,0.16,0.38,0.4,0.25,0.25,25.73,2,3,0.3,0.34,적극투자형
session_0310,user_053,F,8,chapter_3,6,8,0.07,31.08,0.7,0.1,0.3,0.63,0.04,0.25,34.11,5,4,0.58,0.51,공격투자형
session_0311,user_054,F,8,chapter_2,1,1,0.72,15.73,0.02,0.82,0.06,0.08,0.9,0.16,13.95,1,0,0.04,0.03,안정형
session_0312,user_055,M,8,chapter_2,2,6,0.57,22.8,0.06,0.67,0.26,0.13,0.57,0.23,15.64,1,0,0.2,0.13,안정추구형
session_0313,user_055,M,8,chapter_2,3,5,0.41,25.05,0.2,0.5,0.42,0.25,0.47,0.43,23.52,3,2,0.21,0.22,위험중립형
session_0314,user_055,M,8,chapter_3,5,9,0.25,26.13,0.32,0.29,0.36,0.41,0.18,0.3,31.57,4,2,0.33,0.36,적극투자형
session_0315,user_055,M,8,chapter_2,6,10,0.08,34.28,0.74,0.02,0.19,0.57,0.08,0.21,35.74,3,5,0.42,0.51,공격투자형
session_0316,user_055,M,8,chapter_2,2,2,0.76,10.89,0.02,0.87,0.09,0.07,0.82,0.11,18.87,1,0,0.0,0.06,안정형
session_0317,user_056,M,9,chapter_1,2,6,0.63,19.7,0.1,0.6,0.25,0.1,0.52,0.21,20.32,2,1,0.19,0.15,안정추구형
session_0318,user_056,M,9,chapter_3,4,5,0.3,25.06,0.21,0.43,0.36,0.28,0.42,0.31,23.19,3,1,0.26,0.29,위험중립형
session_0319,user_056,M,9,chapter_2,5,8,0.27,31.86,0.4,0.14,0.3,0.39,0.27,0.31,27.18,4,3,0.31,0.35,적극투자형
session_0320,user_056,M,9,chapter_4,6,12,0.05,30.66,0.71,0.09,0.13,0.55,0.1,0.23,35.98,4,5,0.43,0.54,공격투자형
session_0321,user_056,M,9,chapter_2,1,4,0.83,13.95,0.02,0.9,0.08,0.06,0.81,0.19,16.29,1,0,0.05,0.1,안정형
session_0322,user_056,M,9,chapter_2,3,5,0.58,20.37,0.08,0.63,0.16,0.16,0.6,0.22,16.6,1,1,0.13,0.19,안정추구형
session_0323,user_056,M,9,chapter_2,4,8,0.49,22.73,0.2,0.43,0.4,0.24,0.35,0.35,21.79,2,2,0.29,0.25,위험중립형
session_0324,user_056,M,9,chapter_3,4,7,0.18,28.14,0.36,0.16,0.26,0.48,0.12,0.38,33.41,3,2,0.38,0.32,적극투자형
session_0325,user_056,M,9,chapter_3,5,10,0.06,33.09,0.53,0.09,0.26,0.78,0.03,0.17,34.18,4,4,0.57,0.58,공격투자형
session_0326,user_056,M,9,chapter_3,2,4,0.93,15.63,0.05,0.73,0.12,0.08,0.92,0.15,17.71,1,0,0.04,0.03,안정형
session_0327,user_057,M,9,chapter_1,3,5,0.62,18.55,0.06,0.5,0.17,0.15,0.54,0.26,15.07,1,1,0.17,0.14,안정추구형
session_0328,user_057,M,9,chapter_4,4,5,0.47,22.17,0.29,0.4,0.38,0.25,0.49,0.4,22.22,2,2,0.24,0.22,위험중립형
session_0329,user_057,M,9,chapter_4,5,8,0.12,33.79,0.34,0.1,0.33,0.5,0.18,0.27,25.11,4,2,0.38,0.39,적극투자형
session_0330,user_057,M,9,chapter_3,6,10,0.02,34.89,0.58,0.0,0.11,0.69,0.04,0.22,38.67,4,4,0.46,0.41,공격투자형
session_0331,user_057,M,9,chapter_1,1,2,0.79,11.75,0.0,0.7,0.11,0.06,0.87,0.1,13.39,0,0,0.01,0.1,안정형
session_0332,user_058,M,7,chapter_1,2,2,0.68,20.59,0.12,0.61,0.19,0.15,0.55,0.26,18.85,1,1,0.1,0.15,안정추구형
session_0333,user_058,M,7,chapter_4,4,4,0.45,22.68,0.24,0.41,0.32,0.22,0.46,0.31,24.3,3,1,0.25,0.26,위험중립형
session_0334,user_058,M,7,chapter_3,5,9,0.23,30.77,0.39,0.19,0.25,0.45,0.11,0.4,30.22,3,3,0.35,0.33,적극투자형
session_0335,user_059,M,7,chapter_2,6,11,0.01,37.18,0.58,0.04,0.15,0.69,0.06,0.15,39.19,2,4,0.51,0.48,공격투자형
session_0336,user_059,M,7,chapter_2,1,1,0.73,15.62,0.04,0.82,0.07,0.07,0.93,0.1,15.1,1,0,0.03,0.09,안정형
session_0337,user_059,M,7,chapter_4,2,6,0.6,22.98,0.12,0.69,0.16,0.1,0.58,0.22,18.86,1,0,0.14,0.14,안정추구형
session_0338,user_059,M,7,chapter_2,3,8,0.33,21.45,0.26,0.37,0.47,0.21,0.46,0.3,29.81,3,1,0.2,0.28,위험중립형
session_0339,user_060,F,7,chapter_3,4,7,0.29,27.21,0.47,0.14,0.32,0.41,0.24,0.22,31.47,4,2,0.39,0.37,적극투자형
session_0340,user_061,M,7,chapter_4,6,10,0.06,36.62,0.65,0.04,0.27,0.57,0.02,0.26,36.96,5,3,0.43,0.41,공격투자형
session_0341,user_061,M,7,chapter_4,2,1,0.8,16.39,0.04,0.8,0.09,0.06,0.92,0.14,11.95,1,0,0.01,0.04,안정형
session_0342,user_062,M,7,chapter_3,2,5,0.66,16.77,0.08,0.61,0.17,0.15,0.63,0.26,16.34,1,1,0.15,0.16,안정추구형
session_0343,user_062,M,7,chapter_3,4,5,0.44,24.73,0.2,0.37,0.31,0.29,0.41,0.41,20.51,2,1,0.21,0.23,위험중립형
session_0344,user_062,M,7,chapter_2,5,9,0.12,32.9,0.35,0.15,0.26,0.39,0.15,0.32,25.51,4,3,0.3,0.35,적극투자형
session_0345,user_062,M,7,chapter_3,6,12,0.02,39.08,0.59,0.08,0.23,0.64,0.09,0.19,38.66,5,5,0.44,0.43,공격투자형
session_0346,user_062,M,7,chapter_1,2,1,0.87,17.08,0.01,0.94,0.09,0.05,0.87,0.17,16.97,1,0,0.07,0.03,안정형
session_0347,user_062,M,7,chapter_3,2,2,0.57,23.16,0.09,0.68,0.27,0.14,0.54,0.23,21.76,2,1,0.17,0.12,안정추구형
session_0348,user_063,F,7,chapter_2,3,4,0.42,22.47,0.28,0.47,0.44,0.23,0.48,0.3,23.69,2,2,0.27,0.26,위험중립형
session_0349,user_063,F,7,chapter_4,4,8,0.25,30.62,0.35,0.12,0.38,0.35,0.26,0.22,29.91,2,3,0.35,0.35,적극투자형
session_0350,user_063,F,7,chapter_2,6,8,0.05,36.05,0.51,0.08,0.16,0.65,0.03,0.3,39.2,2,4,0.49,0.46,공격투자형
session_0351,user_063,F,7,chapter_3,1,1,0.72,19.47,0.02,0.86,0.09,0.09,0.91,0.18,15.8,0,0,0.06,0.01,안정형
session_0352,user_064,M,8,chapter_2,3,4,0.53,21.21,0.1,0.53,0.24,0.1,0.63,0.21,24.23,1,0,0.17,0.15,안정추구형
session_0353,user_064,M,8,chapter_4,3,8,0.45,27.06,0.16,0.37,0.37,0.29,0.4,0.46,28.76,2,1,0.29,0.25,위험중립형
session_0354,user_064,M,8,chapter_3,5,9,0.2,27.83,0.45,0.13,0.2,0.37,0.28,0.31,33.24,4,3,0.34,0.34,적극투자형
session_0355,user_064,M,8,chapter_3,6,10,0.04,37.27,0.76,0.01,0.17,0.52,0.08,0.2,36.62,2,5,0.43,0.5,공격투자형
session_0356,user_064,M,8,chapter_3,2,2,0.86,19.45,0.02,0.75,0.08,0.09,0.75,0.14,14.69,0,0,0.07,0.04,안정형
session_0357,user_064,M,8,chapter_3,2,2,0.6,15.69,0.09,0.68,0.28,0.12,0.62,0.24,24.2,1,0,0.12,0.16,안정추구형
session_0358,user_065,M,9,chapter_4,4,7,0.34,22.51,0.17,0.41,0.5,0.29,0.37,0.42,23.21,3,1,0.25,0.27,위험중립형
session_0359,user_065,M,9,chapter_3,4,7,0.28,25.35,0.5,0.22,0.24,0.37,0.28,0.32,32.17,3,2,0.32,0.31,적극투자형
session_0360,user_065,M,9,chapter_4,5,9,0.02,35.1,0.58,0.03,0.11,0.77,0.01,0.13,37.98,2,4,0.54,0.53,공격투자형
